scenarioid,marketing,sales,cogs,TRANSDATE,region
1,0.4,3.12,1.24,"2000-06-05 00:00:00",South
1,9,70.2,27.9,"2000-06-05 00:00:00",South
1,10.6,82.68,32.86,"2000-06-27 00:00:00",South
2,10,190,70,"2000-06-24 00:00:00",South
2,0.3,4.2,1.5,"2000-03-12 00:00:00",South
2,1.2,16.8,6,"2000-03-10 00:00:00",South
2,1.3,18.2,6.5,"2000-03-16 00:00:00",South
2,7.2,100.8,36,"2000-03-10 00:00:00",South
1,15,119,47,"2000-03-17 00:00:00",South
2,0.1,1.6,0.6,"2000-05-02 00:00:00",South
2,0.5,8,3,"2000-05-24 00:00:00",South
2,1.1,17.6,6.6,"2000-05-25 00:00:00",South
2,8.3,132.8,49.8,"2000-05-08 00:00:00",South
1,17,132,52,"2000-05-18 00:00:00",South
1,1.68,13.08,5.16,"2000-11-19 00:00:00",South
1,5.46,42.51,16.77,"2000-11-21 00:00:00",South
1,6.86,53.41,21.07,"2000-11-18 00:00:00",South
2,10,120,50,"2000-11-05 00:00:00",South
2,10,160,50,"2000-10-24 00:00:00",South
1,14,114,45,"2000-10-02 00:00:00",South
2,3.7,62.9,22.2,"2000-09-05 00:00:00",South
2,6.3,107.1,37.8,"2000-09-11 00:00:00",South
1,18,139,55,"2000-09-15 00:00:00",South
1,0.28,1.33,0.93,"2000-04-04 00:00:00",South
2,2.8,22.4,15.4,"2000-04-25 00:00:00",South
1,6.44,30.59,21.39,"2000-04-27 00:00:00",South
2,5.2,41.6,28.6,"2000-04-02 00:00:00",South
2,12,96,66,"2000-04-21 00:00:00",South
1,21.28,101.08,70.68,"2000-04-05 00:00:00",South
2,2.4,13.6,12,"2000-08-05 00:00:00",South
2,4.8,27.2,24,"2000-08-05 00:00:00",South
2,22.8,129.2,114,"2000-08-17 00:00:00",South
1,37,139,120,"2000-08-27 00:00:00",South
2,3.6,22.8,12,"2000-12-17 00:00:00",South
2,12.9,81.7,43,"2000-12-04 00:00:00",South
2,13.5,85.5,45,"2000-12-25 00:00:00",South
1,28,160,92,"2000-12-10 00:00:00",South
1,0.52,2.04,1.68,"2000-02-12 00:00:00",South
2,2.8,16.8,14,"2000-02-15 00:00:00",South
2,3.6,21.6,18,"2000-02-19 00:00:00",South
2,4,24,20,"2000-02-08 00:00:00",South
1,6.5,25.5,21,"2000-02-05 00:00:00",South
2,9.6,57.6,48,"2000-02-23 00:00:00",South
1,18.98,74.46,61.32,"2000-02-22 00:00:00",South
1,27,99,88,"2000-01-13 00:00:00",South
2,20,120,110,"2000-01-13 00:00:00",South
2,0.3,2.1,1.5,"2000-07-25 00:00:00",South
2,0.3,2.1,1.5,"2000-07-07 00:00:00",South
2,11.4,79.8,57,"2000-07-22 00:00:00",South
2,18,126,90,"2000-07-01 00:00:00",South
1,37,169,120,"2000-07-21 00:00:00",South
2,5.1,28.9,23.8,"2000-06-21 00:00:00",South
1,14.35,57.81,47.56,"2000-06-15 00:00:00",South
1,20.65,83.19,68.44,"2000-06-23 00:00:00",South
2,24.9,141.1,116.2,"2000-06-23 00:00:00",South
2,0.2,1.3,1.1,"2000-03-09 00:00:00",South
1,0.54,2.12,1.76,"2000-03-11 00:00:00",South
2,0.6,3.9,3.3,"2000-03-26 00:00:00",South
1,1.35,5.3,4.4,"2000-03-03 00:00:00",South
1,25.11,98.58,81.84,"2000-03-26 00:00:00",South
2,19.2,124.8,105.6,"2000-03-02 00:00:00",South
2,0.4,3.4,2.4,"2000-05-19 00:00:00",South
2,0.8,6.8,4.8,"2000-05-09 00:00:00",South
1,6,27.2,19.6,"2000-05-08 00:00:00",South
1,7.2,32.64,23.52,"2000-05-28 00:00:00",South
2,4.4,37.4,26.4,"2000-05-20 00:00:00",South
1,16.8,76.16,54.88,"2000-05-15 00:00:00",South
2,14.4,122.4,86.4,"2000-05-22 00:00:00",South
1,0.5,2.44,1.64,"2000-11-09 00:00:00",South
1,1.5,7.32,4.92,"2000-11-11 00:00:00",South
1,11.5,56.12,37.72,"2000-11-07 00:00:00",South
1,11.5,56.12,37.72,"2000-11-15 00:00:00",South
2,20,140,90,"2000-11-27 00:00:00",South
2,1.8,13.5,9.9,"2000-10-26 00:00:00",South
2,7.6,57,41.8,"2000-10-16 00:00:00",South
1,11.44,47.96,37.84,"2000-10-11 00:00:00",South
1,14.56,61.04,48.16,"2000-10-02 00:00:00",South
2,10.6,79.5,58.3,"2000-10-08 00:00:00",South
1,1.28,4.6,4.16,"2000-09-01 00:00:00",South
1,9.92,35.65,32.24,"2000-09-10 00:00:00",South
2,11.4,53.2,49.4,"2000-09-13 00:00:00",South
1,20.8,74.75,67.6,"2000-09-21 00:00:00",South
2,18.6,86.8,80.6,"2000-09-17 00:00:00",South
1,3.2,8.56,3.52,"2000-04-13 00:00:00",South
1,8.8,23.54,9.68,"2000-04-14 00:00:00",South
1,9.2,24.61,10.12,"2000-04-13 00:00:00",South
2,10.2,30.6,10.2,"2000-04-23 00:00:00",South
1,18.8,50.29,20.68,"2000-04-07 00:00:00",South
2,19.8,59.4,19.8,"2000-04-05 00:00:00",South
2,5.5,13.2,5.5,"2000-08-12 00:00:00",South
1,8.55,22.65,9.45,"2000-08-22 00:00:00",South
2,14,33.6,14,"2000-08-20 00:00:00",South
1,16.53,43.79,18.27,"2000-08-09 00:00:00",South
2,30.5,73.2,30.5,"2000-08-01 00:00:00",South
1,31.92,84.56,35.28,"2000-08-23 00:00:00",South
1,1.76,4.72,1.96,"2000-12-20 00:00:00",South
1,2.64,7.08,2.94,"2000-12-12 00:00:00",South
2,2.1,6.3,2.1,"2000-12-17 00:00:00",South
1,4.84,12.98,5.39,"2000-12-02 00:00:00",South
2,8.1,24.3,8.1,"2000-12-10 00:00:00",South
2,19.8,59.4,19.8,"2000-12-01 00:00:00",South
1,34.76,93.22,38.71,"2000-12-08 00:00:00",South
2,1.5,4,1.5,"2000-02-12 00:00:00",South
1,3.12,8.32,3.44,"2000-02-15 00:00:00",South
2,3,8,3,"2000-02-23 00:00:00",South
1,4.29,11.44,4.73,"2000-02-20 00:00:00",South
2,6.3,16.8,6.3,"2000-02-16 00:00:00",South
1,9.75,26,10.75,"2000-02-13 00:00:00",South
1,21.84,58.24,24.08,"2000-02-09 00:00:00",South
2,19.2,51.2,19.2,"2000-02-04 00:00:00",South
1,7.48,19.8,8.14,"2000-01-05 00:00:00",South
1,26.52,70.2,28.86,"2000-01-03 00:00:00",South
2,30,70,30,"2000-01-03 00:00:00",South
1,2.12,5.64,2.36,"2000-07-03 00:00:00",South
1,8.48,22.56,9.44,"2000-07-24 00:00:00",South
1,9.54,25.38,10.62,"2000-07-28 00:00:00",South
2,22,52.8,22,"2000-07-17 00:00:00",South
2,28,67.2,28,"2000-07-07 00:00:00",South
1,32.86,87.42,36.58,"2000-07-19 00:00:00",South
2,0.4,1,0.4,"2000-06-26 00:00:00",South
2,1.6,4,1.6,"2000-06-08 00:00:00",South
2,38,95,38,"2000-06-07 00:00:00",South
1,47,125,52,"2000-06-18 00:00:00",South
1,6,16.05,6.6,"2000-03-01 00:00:00",South
2,6.6,19.8,6.6,"2000-03-18 00:00:00",South
2,7.5,22.5,7.5,"2000-03-23 00:00:00",South
2,15.9,47.7,15.9,"2000-03-24 00:00:00",South
1,34,90.95,37.4,"2000-03-09 00:00:00",South
2,11.7,31.2,11.7,"2000-05-18 00:00:00",South
1,17.55,46.8,19.35,"2000-05-25 00:00:00",South
2,18.3,48.8,18.3,"2000-05-06 00:00:00",South
1,21.45,57.2,23.65,"2000-05-05 00:00:00",South
1,6.4,16.96,7.04,"2000-11-25 00:00:00",South
1,33.6,89.04,36.96,"2000-11-20 00:00:00",South
2,30,80,30,"2000-11-16 00:00:00",South
1,0.41,1.09,0.45,"2000-10-20 00:00:00",South
2,1.6,4.8,1.6,"2000-10-18 00:00:00",South
1,5.33,14.17,5.85,"2000-10-23 00:00:00",South
2,7,21,7,"2000-10-16 00:00:00",South
2,11.4,34.2,11.4,"2000-10-07 00:00:00",South
1,35.26,93.74,38.7,"2000-10-05 00:00:00",South
2,0.9,2.7,0.9,"2000-09-27 00:00:00",South
2,2.4,7.2,2.4,"2000-09-22 00:00:00",South
2,4.5,13.5,4.5,"2000-09-28 00:00:00",South
2,22.2,66.6,22.2,"2000-09-27 00:00:00",South
1,40,106,44,"2000-09-21 00:00:00",South
1,3.6,26.4,11.1,"2000-04-18 00:00:00",South
1,8.4,61.6,25.9,"2000-04-26 00:00:00",South
2,10,70,30,"2000-04-24 00:00:00",South
2,10,90,30,"2000-08-05 00:00:00",South
1,14,105,45,"2000-08-18 00:00:00",South
1,1.08,8.01,3.42,"2000-12-25 00:00:00",South
1,10.92,80.99,34.58,"2000-12-03 00:00:00",South
2,10,60,30,"2000-12-07 00:00:00",South
2,0.1,0.7,0.3,"2000-02-15 00:00:00",South
2,0.7,4.9,2.1,"2000-02-03 00:00:00",South
1,4.07,30.34,12.95,"2000-02-05 00:00:00",South
1,6.93,51.66,22.05,"2000-02-21 00:00:00",South
2,9.2,64.4,27.6,"2000-02-22 00:00:00",South
1,3.08,22.96,9.8,"2000-01-07 00:00:00",South
1,7.92,59.04,25.2,"2000-01-05 00:00:00",South
2,10,70,30,"2000-01-07 00:00:00",South
2,3.5,28,10.5,"2000-07-09 00:00:00",South
1,6.16,45.32,19.36,"2000-07-21 00:00:00",South
2,6.5,52,19.5,"2000-07-13 00:00:00",South
1,7.84,57.68,24.64,"2000-07-23 00:00:00",South
1,0.78,5.76,2.46,"2000-06-17 00:00:00",South
1,1.69,12.48,5.33,"2000-06-18 00:00:00",South
1,10.53,77.76,33.21,"2000-06-25 00:00:00",South
2,10,80,30,"2000-06-12 00:00:00",South
2,0.6,4.2,1.8,"2000-03-26 00:00:00",South
1,2.31,17.85,7.56,"2000-03-05 00:00:00",South
2,3.4,23.8,10.2,"2000-03-05 00:00:00",South
2,6,42,18,"2000-03-10 00:00:00",South
1,8.69,67.15,28.44,"2000-03-27 00:00:00",South
2,0.2,1.4,0.6,"2000-05-05 00:00:00",South
2,0.3,2.1,0.9,"2000-05-02 00:00:00",South
2,0.3,2.1,0.9,"2000-05-24 00:00:00",South
2,9.2,64.4,27.6,"2000-05-12 00:00:00",South
1,12,92,39,"2000-05-04 00:00:00",South
1,0.44,3.28,1.4,"2000-11-09 00:00:00",South
2,0,4.8,1.6,"2000-11-13 00:00:00",South
1,0.88,6.56,2.8,"2000-11-20 00:00:00",South
1,1.76,13.12,5.6,"2000-11-20 00:00:00",South
1,7.92,59.04,25.2,"2000-11-19 00:00:00",South
2,0,55.2,18.4,"2000-11-26 00:00:00",South
2,0,50,20,"2000-10-05 00:00:00",South
1,12,92,39,"2000-10-27 00:00:00",South
2,10,70,30,"2000-09-25 00:00:00",South
1,12,91,39,"2000-09-23 00:00:00",South
2,3.5,17.5,7,"2000-04-24 00:00:00",South
2,6.5,32.5,13,"2000-04-10 00:00:00",South
1,11,65,29,"2000-04-12 00:00:00",South
1,1.98,11.7,5.22,"2000-08-24 00:00:00",South
1,2.97,17.55,7.83,"2000-08-25 00:00:00",South
1,6.05,35.75,15.95,"2000-08-21 00:00:00",South
2,10,50,20,"2000-08-21 00:00:00",South
1,1.75,11.25,5,"2000-12-21 00:00:00",South
2,0,30,10,"2000-12-21 00:00:00",South
1,5.25,33.75,15,"2000-12-09 00:00:00",South
2,1.2,6,2.4,"2000-02-16 00:00:00",South
1,2.97,18.36,8.1,"2000-02-03 00:00:00",South
2,3.2,16,6.4,"2000-02-15 00:00:00",South
1,3.74,23.12,10.2,"2000-02-01 00:00:00",South
1,4.29,26.52,11.7,"2000-02-27 00:00:00",South
2,5.6,28,11.2,"2000-02-10 00:00:00",South
2,0.4,2,0.8,"2000-01-18 00:00:00",South
2,0.6,3,1.2,"2000-01-21 00:00:00",South
1,0.66,3.9,1.74,"2000-01-06 00:00:00",South
1,1.65,9.75,4.35,"2000-01-07 00:00:00",South
1,3.41,20.15,8.99,"2000-01-13 00:00:00",South
2,4.5,22.5,9,"2000-01-24 00:00:00",South
2,4.5,22.5,9,"2000-01-05 00:00:00",South
1,5.28,31.2,13.92,"2000-01-23 00:00:00",South
1,3.6,21.36,9.6,"2000-07-25 00:00:00",South
2,10,70,30,"2000-07-05 00:00:00",South
1,11.4,67.64,30.4,"2000-07-28 00:00:00",South
2,1.8,10.8,5.4,"2000-06-03 00:00:00",South
2,8.2,49.2,24.6,"2000-06-03 00:00:00",South
1,13,78,35,"2000-06-17 00:00:00",South
1,0.6,3.75,1.65,"2000-03-27 00:00:00",South
2,1.1,6.6,2.2,"2000-03-08 00:00:00",South
2,1.2,7.2,2.4,"2000-03-28 00:00:00",South
1,1.2,7.5,3.3,"2000-03-15 00:00:00",South
1,1.44,9,3.96,"2000-03-16 00:00:00",South
2,7.7,46.2,15.4,"2000-03-22 00:00:00",South
1,8.76,54.75,24.09,"2000-03-02 00:00:00",South
2,4.3,25.8,8.6,"2000-05-15 00:00:00",South
2,5.7,34.2,11.4,"2000-05-16 00:00:00",South
1,12,76,34,"2000-05-08 00:00:00",South
1,0.12,0.76,0.34,"2000-11-20 00:00:00",South
2,10,50,20,"2000-11-09 00:00:00",South
1,11.88,75.24,33.66,"2000-11-17 00:00:00",South
2,0,4.5,1.5,"2000-10-15 00:00:00",South
2,0,25.5,8.5,"2000-10-13 00:00:00",South
1,9,56,25,"2000-10-23 00:00:00",South
2,0,2.4,1.2,"2000-09-20 00:00:00",South
2,0,4.8,2.4,"2000-09-06 00:00:00",South
1,2.7,16.2,7.2,"2000-09-22 00:00:00",South
2,0,32.8,16.4,"2000-09-21 00:00:00",South
1,6.3,37.8,16.8,"2000-09-11 00:00:00",South
1,0.08,0.61,0.28,"2000-04-02 00:00:00",South
1,0.16,1.22,0.56,"2000-04-22 00:00:00",South
1,0.64,4.88,2.24,"2000-04-26 00:00:00",South
1,7.12,54.29,24.92,"2000-04-24 00:00:00",South
2,0,50,20,"2000-04-08 00:00:00",South
2,0.3,2.4,0.9,"2000-08-05 00:00:00",South
2,9.7,77.6,29.1,"2000-08-11 00:00:00",South
1,12,90,41,"2000-08-22 00:00:00",South
2,0,1.8,0.6,"2000-12-15 00:00:00",South
1,1.71,13.11,5.89,"2000-12-19 00:00:00",South
1,1.71,13.11,5.89,"2000-12-18 00:00:00",South
1,2.43,18.63,8.37,"2000-12-22 00:00:00",South
1,3.15,24.15,10.85,"2000-12-04 00:00:00",South
2,0,58.2,19.4,"2000-12-08 00:00:00",South
1,1.52,11.97,5.32,"2000-02-04 00:00:00",South
2,0,15,5,"2000-02-28 00:00:00",South
1,3.2,25.2,11.2,"2000-02-11 00:00:00",South
1,3.28,25.83,11.48,"2000-02-19 00:00:00",South
2,0,45,15,"2000-02-13 00:00:00",South
2,0,3,1,"2000-01-19 00:00:00",South
1,1.04,8.06,3.64,"2000-01-23 00:00:00",South
1,6.96,53.94,24.36,"2000-01-22 00:00:00",South
2,0,57,19,"2000-01-02 00:00:00",South
2,0,3.5,1.5,"2000-07-24 00:00:00",South
2,0,18.2,7.8,"2000-07-23 00:00:00",South
1,3.2,24,10.88,"2000-07-04 00:00:00",South
2,0,48.3,20.7,"2000-07-08 00:00:00",South
1,6.8,51,23.12,"2000-07-09 00:00:00",South
2,0,4.2,2.1,"2000-06-26 00:00:00",South
1,2.79,21.7,9.92,"2000-06-18 00:00:00",South
1,6.21,48.3,22.08,"2000-06-26 00:00:00",South
2,0,55.8,27.9,"2000-06-04 00:00:00",South
2,0,20.4,6.8,"2000-03-19 00:00:00",South
1,3.76,29.61,13.16,"2000-03-27 00:00:00",South
1,4.24,33.39,14.84,"2000-03-14 00:00:00",South
2,0,39.6,13.2,"2000-03-20 00:00:00",South
2,0,1.8,0.6,"2000-05-05 00:00:00",South
1,0.27,2.04,0.93,"2000-05-17 00:00:00",South
1,0.72,5.44,2.48,"2000-05-15 00:00:00",South
2,0,9.6,3.2,"2000-05-28 00:00:00",South
2,0,21,7,"2000-05-26 00:00:00",South
2,0,27.6,9.2,"2000-05-28 00:00:00",South
1,8.01,60.52,27.59,"2000-05-23 00:00:00",South
2,0,50,20,"2000-11-11 00:00:00",South
1,8,64,29,"2000-11-03 00:00:00",South
2,0,11.5,2.3,"2000-10-03 00:00:00",South
2,0,38.5,7.7,"2000-10-09 00:00:00",South
1,9,68,31,"2000-10-25 00:00:00",South
1,3.7,26.64,12.21,"2000-09-03 00:00:00",South
1,6.3,45.36,20.79,"2000-09-18 00:00:00",South
2,0,70,30,"2000-09-13 00:00:00",South
1,1.5,14.1,5.7,"2000-04-16 00:00:00",South
1,3.5,32.9,13.3,"2000-04-04 00:00:00",South
2,0,40,10,"2000-04-04 00:00:00",South
1,0.35,3.15,1.25,"2000-08-19 00:00:00",South
2,0,16.8,5.6,"2000-08-12 00:00:00",South
2,0,43.2,14.4,"2000-08-09 00:00:00",South
1,6.65,59.85,23.75,"2000-08-17 00:00:00",South
1,0.12,1.23,0.48,"2000-12-24 00:00:00",South
2,0,1.5,0.5,"2000-12-19 00:00:00",South
1,0.4,4.1,1.6,"2000-12-03 00:00:00",South
1,3.48,35.67,13.92,"2000-12-24 00:00:00",South
2,0,28.5,9.5,"2000-12-03 00:00:00",South
1,0.2,1.8,0.72,"2000-02-16 00:00:00",South
1,0.35,3.15,1.26,"2000-02-17 00:00:00",South
2,0,3.2,0.8,"2000-02-09 00:00:00",South
2,0,15.6,3.9,"2000-02-20 00:00:00",South
2,0,21.2,5.3,"2000-02-28 00:00:00",South
1,4.45,40.05,16.02,"2000-02-09 00:00:00",South
2,0,3.2,0.8,"2000-01-21 00:00:00",South
2,0,17.2,4.3,"2000-01-11 00:00:00",South
2,0,19.6,4.9,"2000-01-13 00:00:00",South
1,5,45,18,"2000-01-26 00:00:00",South
1,0.28,2.44,1,"2000-07-21 00:00:00",South
1,2.17,18.91,7.75,"2000-07-07 00:00:00",South
1,2.24,19.52,8,"2000-07-25 00:00:00",South
1,2.31,20.13,8.25,"2000-07-21 00:00:00",South
2,0,50,20,"2000-07-19 00:00:00",South
1,0.36,3.48,1.38,"2000-06-11 00:00:00",South
2,0,50,20,"2000-06-18 00:00:00",South
1,5.64,54.52,21.62,"2000-06-10 00:00:00",South
1,0.3,2.7,1.08,"2000-03-05 00:00:00",South
1,0.55,4.95,1.98,"2000-03-17 00:00:00",South
2,0,4.8,1.2,"2000-03-03 00:00:00",South
1,1.1,9.9,3.96,"2000-03-16 00:00:00",South
1,3.05,27.45,10.98,"2000-03-02 00:00:00",South
2,0,35.2,8.8,"2000-03-08 00:00:00",South
1,0.2,1.96,0.8,"2000-05-02 00:00:00",South
1,0.2,1.96,0.8,"2000-05-13 00:00:00",South
1,0.35,3.43,1.4,"2000-05-10 00:00:00",South
1,4.25,41.65,17,"2000-05-04 00:00:00",South
2,0,40,10,"2000-05-04 00:00:00",South
2,0,0.3,0.1,"2000-11-02 00:00:00",South
2,0,0.6,0.2,"2000-11-04 00:00:00",South
2,0,0.9,0.3,"2000-11-19 00:00:00",South
1,0.44,4.29,1.65,"2000-11-02 00:00:00",South
1,0.44,4.29,1.65,"2000-11-22 00:00:00",South
1,3.12,30.42,11.7,"2000-11-04 00:00:00",South
2,0,28.2,9.4,"2000-11-03 00:00:00",South
1,0.15,1.56,0.63,"2000-10-12 00:00:00",South
1,0.35,3.64,1.47,"2000-10-19 00:00:00",South
1,1.15,11.96,4.83,"2000-10-24 00:00:00",South
1,3.35,34.84,14.07,"2000-10-16 00:00:00",South
2,0,40,10,"2000-10-21 00:00:00",South
2,0,0.4,0.1,"2000-09-04 00:00:00",South
1,0.55,5.28,2.09,"2000-09-10 00:00:00",South
2,0,15.2,3.8,"2000-09-18 00:00:00",South
2,0,24.4,6.1,"2000-09-09 00:00:00",South
1,4.45,42.72,16.91,"2000-09-08 00:00:00",South
2,6.6,51.7,22,"2000-04-03 00:00:00",Central
2,16.8,131.6,56,"2000-04-09 00:00:00",Central
2,36.6,286.7,122,"2000-04-01 00:00:00",Central
1,63,456,191,"2000-04-12 00:00:00",Central
1,4.48,32.69,13.72,"2000-08-19 00:00:00",Central
2,12,98,40,"2000-08-17 00:00:00",Central
1,14.72,107.41,45.08,"2000-08-11 00:00:00",Central
2,16.8,137.2,56,"2000-08-15 00:00:00",Central
1,16.64,121.42,50.96,"2000-08-11 00:00:00",Central
2,31.2,254.8,104,"2000-08-03 00:00:00",Central
1,28.16,205.48,86.24,"2000-08-05 00:00:00",Central
2,70,520,220,"2000-12-10 00:00:00",Central
1,73,534,224,"2000-12-24 00:00:00",Central
1,3.36,24.78,10.36,"2000-02-07 00:00:00",Central
1,5.76,42.48,17.76,"2000-02-27 00:00:00",Central
2,10,92.5,37.5,"2000-02-10 00:00:00",Central
2,30,277.5,112.5,"2000-02-27 00:00:00",Central
1,38.88,286.74,119.88,"2000-02-14 00:00:00",Central
2,0.4,3.6,1.5,"2000-01-28 00:00:00",Central
2,12.8,115.2,48,"2000-01-11 00:00:00",Central
2,26.8,241.2,100.5,"2000-01-18 00:00:00",Central
1,47,345,144,"2000-01-13 00:00:00",Central
1,3.12,22.68,9.52,"2000-07-22 00:00:00",Central
1,24.96,181.44,76.16,"2000-07-08 00:00:00",Central
2,35,295,125,"2000-07-11 00:00:00",Central
2,35,295,125,"2000-07-06 00:00:00",Central
1,49.92,362.88,152.32,"2000-07-14 00:00:00",Central
2,8.4,70,29.4,"2000-06-26 00:00:00",Central
2,10.2,85,35.7,"2000-06-18 00:00:00",Central
2,19.2,160,67.2,"2000-06-20 00:00:00",Central
2,22.2,185,77.7,"2000-06-07 00:00:00",Central
1,66,478,200,"2000-06-25 00:00:00",Central
1,4.5,33.03,13.86,"2000-03-25 00:00:00",Central
2,14,133,56,"2000-03-25 00:00:00",Central
2,26,247,104,"2000-03-10 00:00:00",Central
1,45.5,333.97,140.14,"2000-03-05 00:00:00",Central
1,0.64,4.65,1.95,"2000-05-03 00:00:00",Central
1,10.24,74.4,31.2,"2000-05-05 00:00:00",Central
2,25.8,206.4,86,"2000-05-02 00:00:00",Central
2,34.2,273.6,114,"2000-05-26 00:00:00",Central
1,53.12,385.95,161.85,"2000-05-03 00:00:00",Central
2,8.5,68,28.9,"2000-11-25 00:00:00",Central
2,18.5,148,62.9,"2000-11-06 00:00:00",Central
2,23,184,78.2,"2000-11-14 00:00:00",Central
1,57,412,173,"2000-11-01 00:00:00",Central
1,19.5,143.13,60.06,"2000-10-06 00:00:00",Central
1,30.5,223.87,93.94,"2000-10-19 00:00:00",Central
2,30,370,150,"2000-10-11 00:00:00",Central
1,1.06,7.74,3.24,"2000-09-05 00:00:00",Central
1,20.67,150.93,63.18,"2000-09-08 00:00:00",Central
1,31.27,228.33,95.58,"2000-09-26 00:00:00",Central
2,50,400,170,"2000-09-23 00:00:00",Central
2,10.2,105.4,44.2,"2000-04-09 00:00:00",Central
2,19.8,204.6,85.8,"2000-04-13 00:00:00",Central
1,39,301,123,"2000-04-01 00:00:00",Central
2,5.6,54.6,22.4,"2000-08-16 00:00:00",Central
1,19.6,150.4,61.6,"2000-08-19 00:00:00",Central
1,29.4,225.6,92.4,"2000-08-10 00:00:00",Central
2,34.4,335.4,137.6,"2000-08-26 00:00:00",Central
1,0.4,3.12,1.27,"2000-12-25 00:00:00",Central
1,0.8,6.24,2.54,"2000-12-15 00:00:00",Central
1,9.6,74.88,30.48,"2000-12-11 00:00:00",Central
2,14.1,141,56.4,"2000-12-01 00:00:00",Central
2,15.9,159,63.6,"2000-12-15 00:00:00",Central
1,29.2,227.76,92.71,"2000-12-08 00:00:00",Central
1,1.98,15.24,6.24,"2000-02-24 00:00:00",Central
1,3.3,25.4,10.4,"2000-02-23 00:00:00",Central
2,14.4,124.8,52.8,"2000-02-08 00:00:00",Central
2,15.6,135.2,57.2,"2000-02-13 00:00:00",Central
1,27.72,213.36,87.36,"2000-02-02 00:00:00",Central
1,6.3,49.14,19.95,"2000-01-18 00:00:00",Central
1,6.6,51.48,20.9,"2000-01-24 00:00:00",Central
1,17.1,133.38,54.15,"2000-01-28 00:00:00",Central
2,20,240,100,"2000-01-27 00:00:00",Central
1,0.49,3.76,1.54,"2000-07-26 00:00:00",Central
1,1.47,11.28,4.62,"2000-07-07 00:00:00",Central
1,2.45,18.8,7.7,"2000-07-16 00:00:00",Central
2,40,390,160,"2000-07-20 00:00:00",Central
1,44.59,342.16,140.14,"2000-07-28 00:00:00",Central
2,1.6,14.4,5.6,"2000-06-05 00:00:00",Central
1,11.7,89.7,36.66,"2000-06-06 00:00:00",Central
1,33.3,255.3,104.34,"2000-06-08 00:00:00",Central
2,38.4,345.6,134.4,"2000-06-23 00:00:00",Central
2,4.2,39.2,15.4,"2000-03-15 00:00:00",Central
2,8.1,75.6,29.7,"2000-03-03 00:00:00",Central
2,17.7,165.2,64.9,"2000-03-14 00:00:00",Central
1,34,267,109,"2000-03-11 00:00:00",Central
2,1.5,16,6.5,"2000-05-15 00:00:00",Central
2,1.8,19.2,7.8,"2000-05-28 00:00:00",Central
1,2.4,18.72,7.62,"2000-05-24 00:00:00",Central
1,8,62.4,25.4,"2000-05-27 00:00:00",Central
1,10.4,81.12,33.02,"2000-05-10 00:00:00",Central
2,13.2,140.8,57.2,"2000-05-01 00:00:00",Central
2,13.5,144,58.5,"2000-05-09 00:00:00",Central
1,19.2,149.76,60.96,"2000-05-01 00:00:00",Central
1,1.44,11.12,4.52,"2000-11-14 00:00:00",Central
1,2.52,19.46,7.91,"2000-11-11 00:00:00",Central
2,8.7,78.3,31.9,"2000-11-01 00:00:00",Central
2,9,81,33,"2000-11-02 00:00:00",Central
2,12.3,110.7,45.1,"2000-11-17 00:00:00",Central
1,32.04,247.42,100.57,"2000-11-10 00:00:00",Central
1,0.39,2.98,1.22,"2000-10-26 00:00:00",Central
2,0.4,6,2.2,"2000-10-26 00:00:00",Central
1,2.73,20.86,8.54,"2000-10-21 00:00:00",Central
2,5,75,27.5,"2000-10-11 00:00:00",Central
2,14.6,219,80.3,"2000-10-25 00:00:00",Central
1,35.88,274.16,112.24,"2000-10-19 00:00:00",Central
2,3.6,37.2,14.4,"2000-09-21 00:00:00",Central
2,3.9,40.3,15.6,"2000-09-23 00:00:00",Central
2,6.3,65.1,25.2,"2000-09-14 00:00:00",Central
2,16.2,167.4,64.8,"2000-09-17 00:00:00",Central
1,39,298,122,"2000-09-14 00:00:00",Central
1,5.81,41.09,17.64,"2000-04-19 00:00:00",Central
2,90,690,290,"2000-04-28 00:00:00",Central
1,77.19,545.91,234.36,"2000-04-24 00:00:00",Central
1,2.91,20.61,8.85,"2000-08-17 00:00:00",Central
1,3.88,27.48,11.8,"2000-08-26 00:00:00",Central
2,6,48.6,20.4,"2000-08-15 00:00:00",Central
2,24,194.4,81.6,"2000-08-12 00:00:00",Central
1,18.43,130.53,56.05,"2000-08-23 00:00:00",Central
2,70,567,238,"2000-08-15 00:00:00",Central
1,71.78,508.38,218.3,"2000-08-09 00:00:00",Central
1,4.86,34.56,14.82,"2000-12-10 00:00:00",Central
2,9.8,102.2,43.4,"2000-12-12 00:00:00",Central
2,11.9,124.1,52.7,"2000-12-19 00:00:00",Central
2,12.6,131.4,55.8,"2000-12-02 00:00:00",Central
2,35.7,372.3,158.1,"2000-12-25 00:00:00",Central
1,76.14,541.44,232.18,"2000-12-17 00:00:00",Central
1,26.95,190.75,81.9,"2000-02-07 00:00:00",Central
1,50.05,354.25,152.1,"2000-02-01 00:00:00",Central
2,80,640,270,"2000-02-23 00:00:00",Central
1,20.79,147.42,63.18,"2000-01-22 00:00:00",Central
1,56.21,398.58,170.82,"2000-01-07 00:00:00",Central
2,80,640,270,"2000-01-01 00:00:00",Central
2,5,40,16.5,"2000-07-07 00:00:00",Central
