sales,region,SKU_ALIAS,marketing,UDAMKTSIZE
46.06,South,"Caffeine Free Cola",4.7,"Small Market"
3.12,South,"Caffeine Free Cola",0.32,"Small Market"
5.46,South,"Caffeine Free Cola",0.56,"Small Market"
30.42,South,"Caffeine Free Cola",3.12,"Small Market"
30,South,"Caffeine Free Cola",0,"Small Market"
0.8,South,"Caffeine Free Cola",0,"Small Market"
1.56,South,"Caffeine Free Cola",0.15,"Small Market"
2,South,"Caffeine Free Cola",0,"Small Market"
8.32,South,"Caffeine Free Cola",0.8,"Small Market"
15.2,South,"Caffeine Free Cola",0,"Small Market"
20.8,South,"Caffeine Free Cola",2,"Small Market"
21.32,South,"Caffeine Free Cola",2.05,"Small Market"
22,South,"Caffeine Free Cola",0,"Small Market"
7.2,South,"Caffeine Free Cola",0.75,"Small Market"
14.88,South,"Caffeine Free Cola",1.55,"Small Market"
25.92,South,"Caffeine Free Cola",2.7,"Small Market"
50,South,"Caffeine Free Cola",0,"Small Market"
13.2,South,"Caffeine Free Cola",1.2,"Small Market"
19.8,South,"Caffeine Free Cola",1.8,"Small Market"
19.8,South,"Caffeine Free Cola",1.8,"Small Market"
57.2,South,"Caffeine Free Cola",5.2,"Small Market"
121,South,"Caffeine Free Cola",15,"Small Market"
4.2,South,"Caffeine Free Cola",0.3,"Small Market"
7.55,South,"Caffeine Free Cola",0.95,"Small Market"
10.57,South,"Caffeine Free Cola",1.33,"Small Market"
135.8,South,"Caffeine Free Cola",9.7,"Small Market"
132.88,South,"Caffeine Free Cola",16.72,"Small Market"
110,South,"Caffeine Free Cola",10,"Small Market"
127,South,"Caffeine Free Cola",16,"Small Market"
8.08,South,"Caffeine Free Cola",1.04,"Small Market"
32.32,South,"Caffeine Free Cola",4.16,"Small Market"
90,South,"Caffeine Free Cola",10,"Small Market"
60.6,South,"Caffeine Free Cola",7.8,"Small Market"
16.8,South,"Caffeine Free Cola",2.1,"Small Market"
30.69,South,"Caffeine Free Cola",3.96,"Small Market"
63.2,South,"Caffeine Free Cola",7.9,"Small Market"
62.31,South,"Caffeine Free Cola",8.04,"Small Market"
5.6,South,"Caffeine Free Cola",0.4,"Small Market"
16.8,South,"Caffeine Free Cola",1.2,"Small Market"
10.57,South,"Caffeine Free Cola",1.33,"Small Market"
117.6,South,"Caffeine Free Cola",8.4,"Small Market"
140.43,South,"Caffeine Free Cola",17.67,"Small Market"
1.38,South,"Caffeine Free Cola",0.17,"Small Market"
35.88,South,"Caffeine Free Cola",4.42,"Small Market"
130,South,"Caffeine Free Cola",10,"Small Market"
100.74,South,"Caffeine Free Cola",12.41,"Small Market"
1.07,South,"Caffeine Free Cola",0.13,"Small Market"
17,South,"Caffeine Free Cola",1.7,"Small Market"
11.77,South,"Caffeine Free Cola",1.43,"Small Market"
38,South,"Caffeine Free Cola",3.8,"Small Market"
45,South,"Caffeine Free Cola",4.5,"Small Market"
37.45,South,"Caffeine Free Cola",4.55,"Small Market"
56.71,South,"Caffeine Free Cola",6.89,"Small Market"
35.2,South,"Caffeine Free Cola",3.2,"Small Market"
74.8,South,"Caffeine Free Cola",6.8,"Small Market"
41.25,South,"Caffeine Free Cola",5.28,"Small Market"
83.75,South,"Caffeine Free Cola",10.72,"Small Market"
9.04,South,"Caffeine Free Cola",1.12,"Small Market"
33.9,South,"Caffeine Free Cola",4.2,"Small Market"
100,South,"Caffeine Free Cola",10,"Small Market"
70.06,South,"Caffeine Free Cola",8.68,"Small Market"
26.1,South,"Caffeine Free Cola",0,"Small Market"
24,South,"Caffeine Free Cola",3,"Small Market"
63.9,South,"Caffeine Free Cola",0,"Small Market"
96,South,"Caffeine Free Cola",12,"Small Market"
4.4,South,"Caffeine Free Cola",0.4,"Small Market"
36.3,South,"Caffeine Free Cola",3.3,"Small Market"
69.3,South,"Caffeine Free Cola",6.3,"Small Market"
120,South,"Caffeine Free Cola",15,"Small Market"
53.3,South,"Caffeine Free Cola",4.1,"Small Market"
76.7,South,"Caffeine Free Cola",5.9,"Small Market"
129,South,"Caffeine Free Cola",18,"Small Market"
42.12,South,"Caffeine Free Cola",5.85,"Small Market"
65.88,South,"Caffeine Free Cola",9.15,"Small Market"
110,South,"Caffeine Free Cola",10,"Small Market"
9.6,South,"Caffeine Free Cola",0.8,"Small Market"
29.21,South,"Caffeine Free Cola",3.91,"Small Market"
110.4,South,"Caffeine Free Cola",9.2,"Small Market"
97.79,South,"Caffeine Free Cola",13.09,"Small Market"
4.2,South,"Caffeine Free Cola",0.57,"Small Market"
7,South,"Caffeine Free Cola",0.5,"Small Market"
33.6,South,"Caffeine Free Cola",2.4,"Small Market"
99.4,South,"Caffeine Free Cola",7.1,"Small Market"
135.8,South,"Caffeine Free Cola",18.43,"Small Market"
8.4,South,"Caffeine Free Cola",0.6,"Small Market"
21,South,"Caffeine Free Cola",1.5,"Small Market"
40.6,South,"Caffeine Free Cola",2.9,"Small Market"
70,South,"Caffeine Free Cola",5,"Small Market"
140,South,"Caffeine Free Cola",19,"Small Market"
9.9,South,"Caffeine Free Cola",1.35,"Small Market"
15.4,South,"Caffeine Free Cola",1.4,"Small Market"
19.8,South,"Caffeine Free Cola",2.7,"Small Market"
42.9,South,"Caffeine Free Cola",3.9,"Small Market"
51.7,South,"Caffeine Free Cola",4.7,"Small Market"
80.3,South,"Caffeine Free Cola",10.95,"Small Market"
11.8,South,"Caffeine Free Cola",1.6,"Small Market"
12.98,South,"Caffeine Free Cola",1.76,"Small Market"
17.7,South,"Caffeine Free Cola",2.4,"Small Market"
75.52,South,"Caffeine Free Cola",10.24,"Small Market"
120,South,"Caffeine Free Cola",10,"Small Market"
43.4,South,"Caffeine Free Cola",3.1,"Small Market"
96.6,South,"Caffeine Free Cola",6.9,"Small Market"
134,South,"Caffeine Free Cola",18,"Small Market"
31.2,South,"Caffeine Free Cola",2.6,"Small Market"
88.8,South,"Caffeine Free Cola",7.4,"Small Market"
123,South,"Caffeine Free Cola",17,"Small Market"
65,South,"Caffeine Free Cola",5,"Small Market"
65,South,"Caffeine Free Cola",5,"Small Market"
138,South,"Caffeine Free Cola",19,"Small Market"
110,South,"Caffeine Free Cola",0,"Small Market"
123,South,"Caffeine Free Cola",17,"Small Market"
3.75,South,"Caffeine Free Cola",0.51,"Small Market"
130,South,"Caffeine Free Cola",10,"Small Market"
121.25,South,"Caffeine Free Cola",16.49,"Small Market"
9,South,"Caffeine Free Cola",2.4,"Small Market"
48,South,"Caffeine Free Cola",12.8,"Small Market"
93,South,"Caffeine Free Cola",24.8,"Small Market"
125,South,"Caffeine Free Cola",47,"Small Market"
7.12,South,"Caffeine Free Cola",2.64,"Small Market"
8.8,South,"Caffeine Free Cola",2.4,"Small Market"
12.46,South,"Caffeine Free Cola",4.62,"Small Market"
13.35,South,"Caffeine Free Cola",4.95,"Small Market"
24.2,South,"Caffeine Free Cola",6.6,"Small Market"
56.07,South,"Caffeine Free Cola",20.79,"Small Market"
77,South,"Caffeine Free Cola",21,"Small Market"
13,South,"Caffeine Free Cola",4,"Small Market"
117,South,"Caffeine Free Cola",36,"Small Market"
112,South,"Caffeine Free Cola",42,"Small Market"
38.4,South,"Caffeine Free Cola",9.6,"Small Market"
121.6,South,"Caffeine Free Cola",30.4,"Small Market"
129,South,"Caffeine Free Cola",49,"Small Market"
7.5,South,"Caffeine Free Cola",2.85,"Small Market"
9,South,"Caffeine Free Cola",2.5,"Small Market"
55.8,South,"Caffeine Free Cola",15.5,"Small Market"
115.2,South,"Caffeine Free Cola",32,"Small Market"
142.5,South,"Caffeine Free Cola",54.15,"Small Market"
2.85,South,"Caffeine Free Cola",1.08,"Small Market"
34.2,South,"Caffeine Free Cola",12.96,"Small Market"
57.95,South,"Caffeine Free Cola",21.96,"Small Market"
110,South,"Caffeine Free Cola",30,"Small Market"
107,South,"Caffeine Free Cola",40,"Small Market"
130,South,"Caffeine Free Cola",30,"Small Market"
4.5,South,"Caffeine Free Cola",1.2,"Small Market"
6,South,"Caffeine Free Cola",1.6,"Small Market"
15,South,"Caffeine Free Cola",4,"Small Market"
124.5,South,"Caffeine Free Cola",33.2,"Small Market"
125,South,"Caffeine Free Cola",47,"Small Market"
24,South,"Caffeine Free Cola",6,"Small Market"
64,South,"Caffeine Free Cola",16,"Small Market"
72,South,"Caffeine Free Cola",18,"Small Market"
128,South,"Caffeine Free Cola",48,"Small Market"
4.2,South,"Caffeine Free Cola",1.5,"Small Market"
49,South,"Caffeine Free Cola",17.5,"Small Market"
86.8,South,"Caffeine Free Cola",31,"Small Market"
125,South,"Caffeine Free Cola",47,"Small Market"
3.4,South,"Caffeine Free Cola",0.8,"Small Market"
4.88,South,"Caffeine Free Cola",1.84,"Small Market"
15.86,South,"Caffeine Free Cola",5.98,"Small Market"
101.26,South,"Caffeine Free Cola",38.18,"Small Market"
166.6,South,"Caffeine Free Cola",39.2,"Small Market"
61.5,South,"Caffeine Free Cola",16.4,"Small Market"
88.5,South,"Caffeine Free Cola",23.6,"Small Market"
126,South,"Caffeine Free Cola",47,"Small Market"
12,South,"Caffeine Free Cola",1.2,"Small Market"
66,South,"Caffeine Free Cola",6.6,"Small Market"
122,South,"Caffeine Free Cola",12.2,"Small Market"
167,South,"Caffeine Free Cola",23,"Small Market"
8.8,South,"Caffeine Free Cola",1.2,"Small Market"
15.4,South,"Caffeine Free Cola",2.1,"Small Market"
27.3,South,"Caffeine Free Cola",2.1,"Small Market"
85.8,South,"Caffeine Free Cola",11.7,"Small Market"
102.7,South,"Caffeine Free Cola",7.9,"Small Market"
139,South,"Caffeine Free Cola",19,"Small Market"
160,South,"Caffeine Free Cola",20,"Small Market"
18,South,"Caffeine Free Cola",1.8,"Small Market"
19.8,South,"Caffeine Free Cola",2.76,"Small Market"
24.75,South,"Caffeine Free Cola",3.45,"Small Market"
31.35,South,"Caffeine Free Cola",4.37,"Small Market"
46,South,"Caffeine Free Cola",4.6,"Small Market"
89.1,South,"Caffeine Free Cola",12.42,"Small Market"
136,South,"Caffeine Free Cola",13.6,"Small Market"
6.3,South,"Caffeine Free Cola",0.6,"Small Market"
11.9,South,"Caffeine Free Cola",1.68,"Small Market"
39.9,South,"Caffeine Free Cola",3.8,"Small Market"
50.4,South,"Caffeine Free Cola",4.8,"Small Market"
61.2,South,"Caffeine Free Cola",8.64,"Small Market"
96.9,South,"Caffeine Free Cola",13.68,"Small Market"
113.4,South,"Caffeine Free Cola",10.8,"Small Market"
7.92,South,"Caffeine Free Cola",1.08,"Small Market"
46.2,South,"Caffeine Free Cola",6.3,"Small Market"
60.8,South,"Caffeine Free Cola",3.8,"Small Market"
77.88,South,"Caffeine Free Cola",10.62,"Small Market"
99.2,South,"Caffeine Free Cola",6.2,"Small Market"
9.94,South,"Caffeine Free Cola",1.4,"Small Market"
32.3,South,"Caffeine Free Cola",1.9,"Small Market"
59.5,South,"Caffeine Free Cola",3.5,"Small Market"
78.2,South,"Caffeine Free Cola",4.6,"Small Market"
132.06,South,"Caffeine Free Cola",18.6,"Small Market"
35.86,South,"Caffeine Free Cola",4.84,"Small Market"
127.14,South,"Caffeine Free Cola",17.16,"Small Market"
200,South,"Caffeine Free Cola",20,"Small Market"
3.6,South,"Caffeine Free Cola",0.4,"Small Market"
148,South,"Caffeine Free Cola",21,"Small Market"
176.4,South,"Caffeine Free Cola",19.6,"Small Market"
12,South,"Caffeine Free Cola",1.68,"Small Market"
37.5,South,"Caffeine Free Cola",5.25,"Small Market"
100.5,South,"Caffeine Free Cola",14.07,"Small Market"
170,South,"Caffeine Free Cola",20,"Small Market"
8,South,"Caffeine Free Cola",0.4,"Small Market"
7.1,South,"Caffeine Free Cola",1,"Small Market"
134.9,South,"Caffeine Free Cola",19,"Small Market"
192,South,"Caffeine Free Cola",9.6,"Small Market"
15.3,South,"Caffeine Free Cola",0.9,"Small Market"
20.4,South,"Caffeine Free Cola",1.2,"Small Market"
64.6,South,"Caffeine Free Cola",3.8,"Small Market"
69.7,South,"Caffeine Free Cola",4.1,"Small Market"
136,South,"Caffeine Free Cola",19,"Small Market"
130,South,"Caffeine Free Cola",20,"Small Market"
127,South,"Caffeine Free Cola",21,"Small Market"
140,South,"Caffeine Free Cola",20,"Small Market"
140,South,"Caffeine Free Cola",23,"Small Market"
2.8,South,"Caffeine Free Cola",0.4,"Small Market"
14,South,"Caffeine Free Cola",2,"Small Market"
123.2,South,"Caffeine Free Cola",17.6,"Small Market"
145,South,"Caffeine Free Cola",24,"Small Market"
22.8,South,"Caffeine Free Cola",1.9,"Small Market"
97.2,South,"Caffeine Free Cola",8.1,"Small Market"
118,South,"Caffeine Free Cola",20,"Small Market"
1.2,South,"Caffeine Free Cola",0.1,"Small Market"
2.4,South,"Caffeine Free Cola",0.4,"Small Market"
7.2,South,"Caffeine Free Cola",0.6,"Small Market"
16.8,South,"Caffeine Free Cola",2.8,"Small Market"
100.8,South,"Caffeine Free Cola",16.8,"Small Market"
111.6,South,"Caffeine Free Cola",9.3,"Small Market"
55.9,South,"Caffeine Free Cola",8.6,"Small Market"
74.1,South,"Caffeine Free Cola",11.4,"Small Market"
133,South,"Caffeine Free Cola",22,"Small Market"
38.57,South,"Caffeine Free Cola",6.38,"Small Market"
94.43,South,"Caffeine Free Cola",15.62,"Small Market"
130,South,"Caffeine Free Cola",20,"Small Market"
2.4,South,"Caffeine Free Cola",0.4,"Small Market"
13.2,South,"Caffeine Free Cola",2.2,"Small Market"
14.4,South,"Caffeine Free Cola",2.4,"Small Market"
90,South,"Caffeine Free Cola",15,"Small Market"
120,South,"Caffeine Free Cola",10,"Small Market"
20.8,South,"Caffeine Free Cola",3.2,"Small Market"
33.8,South,"Caffeine Free Cola",5.2,"Small Market"
36.4,South,"Caffeine Free Cola",5.6,"Small Market"
39,South,"Caffeine Free Cola",6,"Small Market"
39,South,"Caffeine Free Cola",6.6,"Small Market"
91,South,"Caffeine Free Cola",15.4,"Small Market"
1.21,South,"Caffeine Free Cola",0.2,"Small Market"
4.84,South,"Caffeine Free Cola",0.8,"Small Market"
13.2,South,"Caffeine Free Cola",1.2,"Small Market"
23.1,South,"Caffeine Free Cola",2.1,"Small Market"
73.7,South,"Caffeine Free Cola",6.7,"Small Market"
114.95,South,"Caffeine Free Cola",19,"Small Market"
120,South,"Caffeine Free Cola",10,"Small Market"
126,South,"Caffeine Free Cola",21,"Small Market"
150,South,"Caffeine Free Cola",20,"Small Market"
149,South,"Caffeine Free Cola",25,"Small Market"
280,Central,"Old Fashioned",100,"Major Market"
298,Central,"Old Fashioned",113,"Major Market"
8.24,Central,"Old Fashioned",3.12,"Major Market"
20.6,Central,"Old Fashioned",7.8,"Major Market"
85.8,Central,"Old Fashioned",30.8,"Major Market"
304.2,Central,"Old Fashioned",109.2,"Major Market"
383.16,Central,"Old Fashioned",145.08,"Major Market"
155,Central,"Old Fashioned",55,"Major Market"
155,Central,"Old Fashioned",55,"Major Market"
322,Central,"Old Fashioned",122,"Major Market"
35.1,Central,"Old Fashioned",13,"Major Market"
66.7,Central,"Old Fashioned",25.3,"Major Market"
110.2,Central,"Old Fashioned",41.8,"Major Market"
113.1,Central,"Old Fashioned",42.9,"Major Market"
234.9,Central,"Old Fashioned",87,"Major Market"
7.2,Central,"Old Fashioned",2.7,"Major Market"
28.8,Central,"Old Fashioned",10.8,"Major Market"
72,Central,"Old Fashioned",27,"Major Market"
100,Central,"Old Fashioned",38,"Major Market"
132,Central,"Old Fashioned",49.5,"Major Market"
150,Central,"Old Fashioned",57,"Major Market"
3.87,Central,"Old Fashioned",1.47,"Major Market"
48.1,Central,"Old Fashioned",16.9,"Major Market"
61.92,Central,"Old Fashioned",23.52,"Major Market"
85.14,Central,"Old Fashioned",32.34,"Major Market"
129.5,Central,"Old Fashioned",45.5,"Major Market"
192.4,Central,"Old Fashioned",67.6,"Major Market"
236.07,Central,"Old Fashioned",89.67,"Major Market"
92.4,Central,"Old Fashioned",33.6,"Major Market"
96.6,Central,"Old Fashioned",36.68,"Major Market"
237.6,Central,"Old Fashioned",86.4,"Major Market"
248.4,Central,"Old Fashioned",94.32,"Major Market"
280,Central,"Old Fashioned",100,"Major Market"
298,Central,"Old Fashioned",113,"Major Market"
2.89,Central,"Old Fashioned",1.09,"Major Market"
8.67,Central,"Old Fashioned",3.27,"Major Market"
270,Central,"Old Fashioned",100,"Major Market"
277.44,Central,"Old Fashioned",104.64,"Major Market"
2.89,Central,"Old Fashioned",1.09,"Major Market"
14.45,Central,"Old Fashioned",5.45,"Major Market"
40.46,Central,"Old Fashioned",15.26,"Major Market"
114.8,Central,"Old Fashioned",41,"Major Market"
165.2,Central,"Old Fashioned",59,"Major Market"
231.2,Central,"Old Fashioned",87.2,"Major Market"
74.5,Central,"Old Fashioned",28.25,"Major Market"
89.1,Central,"Old Fashioned",29.7,"Major Market"
180.9,Central,"Old Fashioned",60.3,"Major Market"
223.5,Central,"Old Fashioned",84.75,"Major Market"
2.7,Central,"Old Fashioned",1,"Major Market"
2.7,Central,"Old Fashioned",1,"Major Market"
264.6,Central,"Old Fashioned",98,"Major Market"
290,Central,"Old Fashioned",110,"Major Market"
5.94,Central,"Old Fashioned",0.66,"Major Market"
15.84,Central,"Old Fashioned",1.76,"Major Market"
230,Central,"Old Fashioned",20,"Major Market"
176.22,Central,"Old Fashioned",19.58,"Major Market"
17.15,Central,"Old Fashioned",1.96,"Major Market"
50.4,Central,"Old Fashioned",5.4,"Major Market"
53.2,Central,"Old Fashioned",5.7,"Major Market"
31.85,Central,"Old Fashioned",3.64,"Major Market"
64.4,Central,"Old Fashioned",6.9,"Major Market"
112,Central,"Old Fashioned",12,"Major Market"
80.85,Central,"Old Fashioned",9.24,"Major Market"
115.15,Central,"Old Fashioned",13.16,"Major Market"
1.33,Central,"Old Fashioned",0.15,"Major Market"
11.9,Central,"Old Fashioned",0.7,"Major Market"
66.3,Central,"Old Fashioned",3.9,"Major Market"
91.8,Central,"Old Fashioned",5.4,"Major Market"
39.9,Central,"Old Fashioned",4.5,"Major Market"
91.77,Central,"Old Fashioned",10.35,"Major Market"
15.4,Central,"Old Fashioned",1.4,"Major Market"
39.6,Central,"Old Fashioned",3.6,"Major Market"
52.8,Central,"Old Fashioned",4.8,"Major Market"
66.15,Central,"Old Fashioned",7.35,"Major Market"
112.2,Central,"Old Fashioned",10.2,"Major Market"
122.85,Central,"Old Fashioned",13.65,"Major Market"
20.1,Central,"Old Fashioned",2.25,"Major Market"
49.58,Central,"Old Fashioned",5.55,"Major Market"
64.5,Central,"Old Fashioned",4.3,"Major Market"
64.32,Central,"Old Fashioned",7.2,"Major Market"
85.5,Central,"Old Fashioned",5.7,"Major Market"
92,Central,"Old Fashioned",10.4,"Major Market"
138,Central,"Old Fashioned",15.6,"Major Market"
270,Central,"Old Fashioned",20,"Major Market"
48.6,Central,"Old Fashioned",3.6,"Major Market"
221.4,Central,"Old Fashioned",16.4,"Major Market"
230,Central,"Old Fashioned",26,"Major Market"
25.3,Central,"Old Fashioned",2.2,"Major Market"
21.78,Central,"Old Fashioned",2.42,"Major Market"
27.72,Central,"Old Fashioned",3.08,"Major Market"
57.42,Central,"Old Fashioned",6.38,"Major Market"
92,Central,"Old Fashioned",8,"Major Market"
112.7,Central,"Old Fashioned",9.8,"Major Market"
91.08,Central,"Old Fashioned",10.12,"Major Market"
240,Central,"Old Fashioned",20,"Major Market"
210,Central,"Old Fashioned",24,"Major Market"
6,Central,"Old Fashioned",0.4,"Major Market"
9,Central,"Old Fashioned",0.6,"Major Market"
51,Central,"Old Fashioned",3.4,"Major Market"
84,Central,"Old Fashioned",5.6,"Major Market"
123,Central,"Old Fashioned",14,"Major Market"
9.35,Central,"Old Fashioned",1.05,"Major Market"
18.7,Central,"Old Fashioned",2.1,"Major Market"
280,Central,"Old Fashioned",10,"Major Market"
158.95,Central,"Old Fashioned",17.85,"Major Market"
20.7,Central,"Old Fashioned",1.8,"Major Market"
87.4,Central,"Old Fashioned",7.6,"Major Market"
121.9,Central,"Old Fashioned",10.6,"Major Market"
83.58,Central,"Old Fashioned",9.24,"Major Market"
115.42,Central,"Old Fashioned",12.76,"Major Market"
4.5,Central,"Old Fashioned",1.71,"Major Market"
9.8,Central,"Old Fashioned",3.5,"Major Market"
22.5,Central,"Old Fashioned",8.55,"Major Market"
55.5,Central,"Old Fashioned",21.09,"Major Market"
67.5,Central,"Old Fashioned",25.65,"Major Market"
130.2,Central,"Old Fashioned",46.5,"Major Market"
5,Central,"Old Fashioned",1.5,"Major Market"
7,Central,"Old Fashioned",2.1,"Major Market"
10.5,Central,"Old Fashioned",3.9,"Major Market"
13.65,Central,"Old Fashioned",5.07,"Major Market"
20,Central,"Old Fashioned",6,"Major Market"
68,Central,"Old Fashioned",20.4,"Major Market"
80.85,Central,"Old Fashioned",30.03,"Major Market"
3.93,Central,"Old Fashioned",1.47,"Major Market"
14.41,Central,"Old Fashioned",5.39,"Major Market"
34.06,Central,"Old Fashioned",12.74,"Major Market"
78.6,Central,"Old Fashioned",29.4,"Major Market"
120,Central,"Old Fashioned",40,"Major Market"
